case,seed,gap,sigma,bias,retain,phase,kind,supplied_sigma,sigma_factor,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,ratio,dependence,weighted_reference_near_mass
s9190101_g8_n2_p0.5_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,2.8211377050029114,0.1371017990993093,0.34236666156428547,0.15686932376301166,points,2,768,1.309844868196201,1.309844868196201,0.9752604166666666,,0.016400779041047284,0.5026041666666666,0.0026041666666666297,0.35805072865110965,0.026041666666666664,0.06281532584401361,0,0.5,0.0,
s9190101_g8_n2_p0.5_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.1724325389950536,0.12522819333102433,0.14606152666435768,0.14595874986725918,points,2,768,0.43965221995572984,0.43965221995572984,0.9986979166666666,,0.0023454775791073683,0.5026041666666666,0.0026041666666666297,0.15714125488499953,0.0026041666666666665,0.049949531075000664,0,0.5,1.0,
s9190101_g8_n2_p0.5_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.1724370080046356,0.12524420718829563,0.14607754052162897,0.1459944248315422,points,2,768,0.4399817610594561,0.4399817610594561,0.9986979166666666,,0.002116604863130382,0.5026041666666666,0.0026041666666666297,0.1544178943884127,0.0026041666666666665,0.04619016553158861,0,0.5,1.0,
s9190101_g8_n2_p0.8_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,2.816660187992966,0.13485363272179882,0.4024916178711597,0.1448645738319869,points,2,768,1.045437043839495,1.045437043839495,0.9830729166666666,,0.014132791323803956,0.80078125,0.0013020833333333703,0.6325218264582952,0.027613266212614746,0.1992517699795009,0,0.8,0.0,
s9190101_g8_n2_p0.8_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,2.8166646140016383,0.13374039503315102,0.4008487184524227,0.1437527657398987,points,2,768,1.0452935869024993,1.0452935869024993,0.9830729166666666,,0.014193107374392793,0.80078125,0.0013020833333333703,0.6307248926004583,0.027613266212614746,0.1973754629076927,0,0.8,0.0,
s9190101_g8_n2_p0.8_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.108975657989504,0.17443995066955398,0.19549280491227827,0.1848412546469122,points,2,768,0.540785161726847,0.540785161726847,0.99609375,,0.0029500924005523513,0.7981770833333334,0.0013020833333332593,0.23346459753019033,0.004875417741867253,0.28203523892443094,0,0.8,1.0,
s9190101_g8_n2_p0.8_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.1089802919887006,0.17442667519964525,0.16804935201674082,0.19522572258869775,points,2,768,0.4558092077266781,0.4558092077266781,0.9973958333333334,,0.002616877348133871,0.796875,0.0026041666666666297,0.2829290487929814,0.0016286644951140066,0.28406021865370334,0,0.8,1.0,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_identity,OK,0.0082684819935821,0.3756113404606649,0.3756113404606649,0.3756113404606653,points,0,192,0.48119393635330354,0.48119393635330354,0.953125,,,,,,,,,,,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_map,OK,0.008248646001447923,0.06437423002630352,0.06437423002630352,0.06437423002630366,points,1,192,0.07751220912421866,0.07751220912421866,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_mean,OK,0.008264232004876249,0.06437423002630352,0.06437423002630352,0.06437423002630366,points,1,192,0.07751220912421866,0.07751220912421866,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_posterior_draw,OK,0.008267975994385779,0.06437423002630352,0.06437423002630352,0.06437423002630366,points,1,192,0.07751220912421866,0.07751220912421866,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_quota_map,OK,0.00826745099038817,0.06437423002630352,0.06437423002630352,0.06437423002630366,points,1,192,0.07751220912421866,0.07751220912421866,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r0.25,9182101,0,0.5,0,0.25,development,bridge,0.5,1.0,b_weighted_measure,OK,0.0082668319955701,0.06437423002630352,0.06437423002630352,0.06437423002630366,weighted,1,192,0.07751220912421866,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_identity,OK,0.02312052799970843,0.39071434026503143,0.39071434026503143,0.3907143402650325,points,0,768,0.4867265638141622,0.4867265638141622,0.9713541666666666,,,,,,,,,,,
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_map,OK,0.02309973600495141,0.015936045919580453,0.015936045919580453,0.01593604591958061,points,1,768,0.01946197641163355,0.01946197641163355,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_mean,OK,0.023116088996175677,0.015936045919580453,0.015936045919580453,0.01593604591958061,points,1,768,0.01946197641163355,0.01946197641163355,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_posterior_draw,OK,0.023120024998206645,0.015936045919580453,0.015936045919580453,0.01593604591958061,points,1,768,0.01946197641163355,0.01946197641163355,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.0231194840016542,0.015936045919580453,0.015936045919580453,0.01593604591958061,points,1,768,0.01946197641163355,0.01946197641163355,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b0_r1.0,9182101,0,0.5,0,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.02311872100108303,0.015936045919580453,0.015936045919580453,0.01593604591958061,weighted,1,768,0.01946197641163355,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_identity,OK,0.006396163997123949,3.4058433227822413,3.4058433227822413,3.405843322782243,points,0,192,4.035311785627927,4.035311785627927,0.15625,,,,,,,,,,,
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_map,OK,0.006390406997525133,0.14153064844334728,0.14153064844334728,0.14153064844334742,points,1,192,0.148852367476353,0.148852367476353,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_mean,OK,0.006393807008862495,0.14153064844334728,0.14153064844334728,0.14153064844334742,points,1,192,0.148852367476353,0.148852367476353,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_posterior_draw,OK,0.006395598000381142,0.14153064844334728,0.14153064844334728,0.14153064844334742,points,1,192,0.148852367476353,0.148852367476353,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_quota_map,OK,0.006395093994797207,0.14153064844334728,0.14153064844334728,0.14153064844334742,points,1,192,0.148852367476353,0.148852367476353,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r0.25,9182101,0,0.5,4,0.25,development,bridge,0.5,1.0,b_weighted_measure,OK,0.006394502997864038,0.14153064844334728,0.14153064844334728,0.14153064844334742,weighted,1,192,0.148852367476353,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_identity,OK,0.02185764501336962,3.412132706586695,3.412132706586695,3.4121327065867035,points,0,768,4.02457112878917,4.02457112878917,0.17708333333333334,,,,,,,,,,,
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_map,OK,0.021851584009709768,0.01593542893512727,0.01593542893512727,0.015935428935127425,points,1,768,0.026024959075577045,0.026024959075577045,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_mean,OK,0.02185535900935065,0.01593542893512727,0.01593542893512727,0.015935428935127425,points,1,768,0.026024959075577045,0.026024959075577045,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_posterior_draw,OK,0.021857064013602212,0.01593542893512727,0.01593542893512727,0.015935428935127425,points,1,768,0.026024959075577045,0.026024959075577045,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.021856592007679865,0.01593542893512727,0.01593542893512727,0.015935428935127425,points,1,768,0.026024959075577045,0.026024959075577045,1.0,0,0.0,,,,,,,,,
s9182101_g0_n0.5_b4_r1.0,9182101,0,0.5,4,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.021856052000657655,0.01593542893512727,0.01593542893512727,0.015935428935127425,weighted,1,768,0.026024959075577045,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_identity,OK,0.006324368994683027,0.7512226809213298,0.7512226809213298,0.7512226809213306,points,0,192,0.9623878727066071,0.9623878727066071,0.71875,,,,,,,,,,,
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_map,OK,0.006318543993984349,0.1287512062219001,0.1287512062219001,0.1287512062219004,points,1,192,0.15502670625450604,0.15502670625450604,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_mean,OK,0.006321933993604034,0.1287512062219001,0.1287512062219001,0.1287512062219004,points,1,192,0.15502670625450604,0.15502670625450604,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_posterior_draw,OK,0.006323866997263394,0.1287512062219001,0.1287512062219001,0.1287512062219004,points,1,192,0.15502670625450604,0.15502670625450604,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_quota_map,OK,0.006323331996100023,0.1287512062219001,0.1287512062219001,0.1287512062219004,points,1,192,0.15502670625450604,0.15502670625450604,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r0.25,9182101,0,1.0,0,0.25,development,bridge,1.0,1.0,b_weighted_measure,OK,0.006322732006083243,0.1287512062219001,0.1287512062219001,0.1287512062219004,weighted,1,192,0.15502670625450604,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_identity,OK,0.019996093993540853,0.7814286805300629,0.7814286805300629,0.781428680530065,points,0,768,0.9734531276283244,0.9734531276283244,0.7109375,,,,,,,,,,,
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_map,OK,0.019989556007203646,0.03193116741386365,0.03193116741386365,0.03193116741386396,points,1,768,0.039622972025763696,0.039622972025763696,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_mean,OK,0.019993463007267565,0.03193116741386365,0.03193116741386365,0.03193116741386396,points,1,768,0.039622972025763696,0.039622972025763696,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_posterior_draw,OK,0.019995598995592445,0.03193116741386365,0.03193116741386365,0.03193116741386396,points,1,768,0.039622972025763696,0.039622972025763696,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_quota_map,OK,0.019995045993709937,0.03193116741386365,0.03193116741386365,0.03193116741386396,points,1,768,0.039622972025763696,0.039622972025763696,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b0_r1.0,9182101,0,1.0,0,1.0,development,bridge,1.0,1.0,b_weighted_measure,OK,0.01999445300316438,0.03193116741386365,0.03193116741386365,0.03193116741386396,weighted,1,768,0.039622972025763696,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_identity,OK,0.006672321003861725,3.4798907801383976,3.4798907801383976,3.4798907801383994,points,0,192,4.121020584076012,4.121020584076012,0.17708333333333334,,,,,,,,,,,
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_map,OK,0.006666286004474387,0.20384086878492794,0.20384086878492794,0.20384086878492824,points,1,192,0.22373228189798208,0.22373228189798208,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_mean,OK,0.006670116999885067,0.20384086878492794,0.20384086878492794,0.20384086878492824,points,1,192,0.22373228189798208,0.22373228189798208,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_posterior_draw,OK,0.006671831011772156,0.20384086878492794,0.20384086878492794,0.20384086878492824,points,1,192,0.22373228189798208,0.22373228189798208,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_quota_map,OK,0.006671324008493684,0.20384086878492794,0.20384086878492794,0.20384086878492824,points,1,192,0.22373228189798208,0.22373228189798208,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r0.25,9182101,0,1.0,4,0.25,development,bridge,1.0,1.0,b_weighted_measure,OK,0.006670736998785287,0.20384086878492794,0.20384086878492794,0.20384086878492824,weighted,1,192,0.22373228189798208,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_identity,OK,0.021172848995774984,3.4665029042433773,3.4665029042433773,3.4665029042433844,points,0,768,4.107085467483158,4.107085467483158,0.19270833333333334,,,,,,,,,,,
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_map,OK,0.021166574995731935,0.03192858703329791,0.03192858703329791,0.03192858703329823,points,1,768,0.05197049916818204,0.05197049916818204,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_mean,OK,0.021170198000618257,0.03192858703329791,0.03192858703329791,0.03192858703329823,points,1,768,0.05197049916818204,0.05197049916818204,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_posterior_draw,OK,0.021172288004891016,0.03192858703329791,0.03192858703329791,0.03192858703329823,points,1,768,0.05197049916818204,0.05197049916818204,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_quota_map,OK,0.021171721993596293,0.03192858703329791,0.03192858703329791,0.03192858703329823,points,1,768,0.05197049916818204,0.05197049916818204,1.0,0,0.0,,,,,,,,,
s9182101_g0_n1.0_b4_r1.0,9182101,0,1.0,4,1.0,development,bridge,1.0,1.0,b_weighted_measure,OK,0.021170998996240087,0.03192858703329791,0.03192858703329791,0.03192858703329823,weighted,1,768,0.05197049916818204,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_identity,OK,0.006457609997596592,1.5024453618426596,1.5024453618426596,1.5024453618426612,points,0,192,1.9247757454132142,1.9247757454132142,0.4375,,,,,,,,,,,
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_map,OK,0.006450203989516012,0.2575321714372473,0.2575321714372473,0.2575321714372479,points,1,192,0.31008792031252497,0.31008792031252497,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_mean,OK,0.006455258000642061,0.2575321714372473,0.2575321714372473,0.2575321714372479,points,1,192,0.31008792031252497,0.31008792031252497,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_posterior_draw,OK,0.006457108000176959,0.2575321714372473,0.2575321714372473,0.2575321714372479,points,1,192,0.31008792031252497,0.31008792031252497,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_quota_map,OK,0.0064566059882054105,0.2575321714372473,0.2575321714372473,0.2575321714372479,points,1,192,0.31008792031252497,0.31008792031252497,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r0.25,9182101,0,2.0,0,0.25,development,bridge,2.0,1.0,b_weighted_measure,OK,0.006456028000684455,0.2575321714372473,0.2575321714372473,0.2575321714372479,weighted,1,192,0.31008792031252497,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_identity,OK,0.020437444996787235,1.5628573610601257,1.5628573610601257,1.56285736106013,points,0,768,1.9469062552566487,1.9469062552566487,0.4205729166666667,,,,,,,,,,,
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_map,OK,0.020430998993106186,0.0643250500727971,0.0643250500727971,0.06432505007279773,points,1,768,0.08471003157990886,0.08471003157990886,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_mean,OK,0.020435009995708242,0.0643250500727971,0.0643250500727971,0.06432505007279773,points,1,768,0.08471003157990886,0.08471003157990886,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_posterior_draw,OK,0.020436951002920978,0.0643250500727971,0.0643250500727971,0.06432505007279773,points,1,768,0.08471003157990886,0.08471003157990886,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_quota_map,OK,0.02043635399604682,0.0643250500727971,0.0643250500727971,0.06432505007279773,points,1,768,0.08471003157990886,0.08471003157990886,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b0_r1.0,9182101,0,2.0,0,1.0,development,bridge,2.0,1.0,b_weighted_measure,OK,0.020435712998732924,0.0643250500727971,0.0643250500727971,0.06432505007279773,weighted,1,768,0.08471003157990886,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_identity,OK,0.006667302004643716,3.7122271307962778,3.7122271307962778,3.7122271307962795,points,0,192,4.446373260869853,4.446373260869853,0.17708333333333334,,,,,,,,,,,
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_map,OK,0.006660494007519446,0.32846130946808844,0.32846130946808844,0.328461309468089,points,1,192,0.37673606387789343,0.37673606387789343,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_mean,OK,0.006665019012871198,0.32846130946808844,0.32846130946808844,0.328461309468089,points,1,192,0.37673606387789343,0.37673606387789343,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_posterior_draw,OK,0.006666845001745969,0.32846130946808844,0.32846130946808844,0.328461309468089,points,1,192,0.37673606387789343,0.37673606387789343,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_quota_map,OK,0.0066663580073509365,0.32846130946808844,0.32846130946808844,0.328461309468089,points,1,192,0.37673606387789343,0.37673606387789343,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r0.25,9182101,0,2.0,4,0.25,development,bridge,2.0,1.0,b_weighted_measure,OK,0.006665759006864391,0.32846130946808844,0.32846130946808844,0.328461309468089,weighted,1,192,0.37673606387789343,,,0,0.0,,,,,,,,,1.0
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_identity,OK,0.024117934997775592,3.6883098815492943,3.6883098815492943,3.6883098815493023,points,0,768,4.430747573243304,4.430747573243304,0.18359375,,,,,,,,,,,
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_map,OK,0.02411181699426379,0.06438124492821283,0.06438124492821283,0.06438124492821345,points,1,768,0.10819012133875251,0.10819012133875251,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_mean,OK,0.024115620995871723,0.06438124492821283,0.06438124492821283,0.06438124492821345,points,1,768,0.10819012133875251,0.10819012133875251,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_posterior_draw,OK,0.02411747099540662,0.06438124492821283,0.06438124492821283,0.06438124492821345,points,1,768,0.10819012133875251,0.10819012133875251,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_quota_map,OK,0.024116978005622514,0.06438124492821283,0.06438124492821283,0.06438124492821345,points,1,768,0.10819012133875251,0.10819012133875251,1.0,0,0.0,,,,,,,,,
s9182101_g0_n2.0_b4_r1.0,9182101,0,2.0,4,1.0,development,bridge,2.0,1.0,b_weighted_measure,OK,0.024116419997881167,0.06438124492821283,0.06438124492821283,0.06438124492821345,weighted,1,768,0.10819012133875251,,,0,0.0,,,,,,,,,1.0000000000000007
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_identity,OK,0.01820437599963043,0.3837319219487313,0.3833123005414624,0.37639561596723903,points,0,428,0.48274410224045666,0.48274410224045666,0.9719626168224299,,,0.27102803738317754,0.01168224299065418,0.024268327096833797,0.020050018472731405,,,,,
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_map,OK,0.01819800998782739,0.05594925634820986,0.06736214817128813,0.05594925634821437,points,2,428,0.10804384667525638,0.10804384667525638,0.9953271028037384,,0.00018287710264245136,0.25934579439252337,0.0,0.04742444369201504,0.0,0.0692031513587037,0,,,
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_mean,OK,0.018202236999059096,0.05852528980422777,0.06889854984761547,0.05852528980423131,points,2,428,0.1115139170298509,0.1115139170298509,0.9953271028037384,,0.00018287710264245136,0.25934579439252337,0.0,0.03904981115666306,0.0,0.0692031513587037,0,,,
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_posterior_draw,OK,0.018203858999186195,0.06078384814201739,0.07062587890906356,0.060783848142021965,points,2,428,0.14892255938104523,0.14892255938104523,0.9953271028037384,,0.00018287710264245136,0.2616822429906542,0.0023364485981308136,0.040896982216464206,0.0015772870662460567,0.0692031513587037,0,,,
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_quota_map,OK,0.018203379993792623,0.05594925634820986,0.06736214817128813,0.05594925634821437,points,2,428,0.10804384667525638,0.10804384667525638,0.9953271028037384,,0.00018287710264245136,0.25934579439252337,0.0,0.04742444369201504,0.0,0.0692031513587037,0,,,
s9182101_g2_n0.5_b0_r0.25,9182101,2,0.5,0,0.25,development,bridge,0.5,1.0,b_weighted_measure,OK,0.01820288998715114,0.05856670017603729,0.07132456106583784,0.057474192095429866,weighted,2,428,0.14081152158505716,,,,0.00018287710264245136,0.2600825446881567,0.0007367502956333594,0.03904981115666306,0.002023635012179019,0.0692031513587037,0,,,0.9937983134429099
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_identity,OK,0.03049624100094661,0.3892136740185989,0.3897442211253649,0.38302204118715594,points,0,768,0.4867265638141622,0.4867265638141622,0.9674479166666666,,,0.58203125,0.00520833333333337,0.05080644223888253,0.02323613141494191,,,,,
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_map,OK,0.030489683005725965,0.03668817684048304,0.03994732677757912,0.03906885671085529,points,2,768,0.10246533116691255,0.10246533116691255,0.9986979166666666,,0.0013818565577199155,0.5859375,0.0013020833333333703,0.04975946983441992,0.0011086474501108647,0.01212804965023806,0,,,
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_mean,OK,0.030494083010125905,0.04074270290809206,0.04409147259817271,0.041582899333443606,points,2,768,0.10455683524141454,0.10455683524141454,0.9986979166666666,,0.0013818565577199155,0.5859375,0.0013020833333333703,0.05900236756354715,0.0011086474501108647,0.01212804965023806,0,,,
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_posterior_draw,OK,0.030495753002469428,0.04131833073500215,0.0483618843755091,0.03667239594153954,points,2,768,0.16119465348699713,0.16119465348699713,0.99609375,,0.0013818565577199155,0.5872395833333334,0.0,0.06670901797245299,0.005371869032713843,0.01212804965023806,0,,,
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_quota_map,OK,0.030495289000100456,0.03927656260819968,0.04308278461607499,0.03667239594153954,points,2,768,0.12538533662297496,0.12538533662297496,0.9973958333333334,,0.0013818565577199155,0.5872395833333334,0.0,0.05603038551141171,0.0026859345163569217,0.01212804965023806,0,,,
s9182101_g2_n0.5_b0_r1.0,9182101,2,0.5,0,1.0,development,bridge,0.5,1.0,b_weighted_measure,OK,0.030494756007101387,0.03984725987802017,0.044550330896282284,0.03669871193996928,weighted,2,768,0.13642272070198191,,,,0.0013818565577199155,0.5872629368123982,2.335347906479157e-05,0.05900236756354715,0.0034334599326446046,0.01212804965023806,0,,,0.9967255819034236
s9182101_g2_n0.5_b4_r0.25,9182101,2,0.5,4,0.25,development,bridge,0.5,1.0,b_identity,OK,0.020870250998996198,3.2403059819241906,3.2628336330462133,2.877824505883345,points,0,428,3.9584333794164217,3.9584333794164217,0.15654205607476634,,,0.4322429906542056,0.17289719626168226,0.2279900017362937,0.4268906130104868,,,,,
